id,symptoms,preferences,iso_e_super,hedione,galaxolide,ambroxan,linalool,limonene,geraniol,vanillin,ethanol
145,headache,woody,0.05644779485980597,0.025145782203851517,0.022835117100787675,0.03675108873215727,0.11057917889969986,0.05597003008117821,0.028449720088643805,0.1067238700760441,0.5570974179578316
146,sinus,"fresh,floral,citrus",0.0908105619253212,0.05476115391297193,0.0477251602591646,0.09526714391865951,0.06476855581205526,0.0778547468539788,0.06614366481788297,0.04695630093339014,0.4557127115665756
147,,sweet,0.05157051899174737,0.08853367668571954,0.09807755589062436,0.03338677573029548,0.10145735260378336,0.056943972545790235,0.07026567132305508,0.006959882308761334,0.4928045939202233
148,,floral,0.03609743432539871,0.09833657982368099,0.0663813567365898,0.09763338761905169,0.08734247985327444,0.0776214027947272,0.05648103813938772,0.03461612220046105,0.44549019850742844
149,"headache,breathing,sinus","fresh,woody,sweet",0.09791091137765519,0.06983391405989635,0.027579978304817135,0.03913095871234133,0.03623136145328709,0.08949302297764117,0.09220945995545825,0.07982614958570555,0.46778424357319787
150,breathing,"woody,fresh",0.11299382897287077,0.056585759148732394,0.03468741002940511,0.03662634768840689,0.0391744322626825,0.036075051120898025,0.010245180105949514,0.06820664269264397,0.6054053479784108
151,,"floral,woody",0.04142160150480045,0.0598458569053331,0.036454713679327386,0.03917957520328592,0.07943084425708094,0.09132825879404818,0.0931838374270613,0.07456509997061467,0.4845902122584481
152,"skin,headache,nausea",floral,0.03865525303075346,0.019577219340895007,0.02876938140193862,0.05725933218972891,0.054330636283396884,0.02019125539729486,0.07669452624850827,0.0652759254354535,0.6392464706720304
153,"breathing,sinus","citrus,sweet,floral",0.05970283874931463,0.07955013659407201,0.06252808235362808,0.011375170544884083,0.0728912056455335,0.061629371169897994,0.07782635506555964,0.05659842710162252,0.5178984127754875
154,nausea,sweet,0.07471329131079611,0.04113248863795243,0.09058390713230942,0.03320816538833264,0.021877253835557952,0.09784431295719283,0.0942555519522035,0.07732016980897082,0.46906485897668426
155,"headache,breathing,nausea","fresh,floral,woody",0.05856499189387411,0.015274919704649528,0.08056582343215817,0.08642054223650705,0.013440839340525647,0.05077877805721164,0.08686579752158023,0.06945457315154627,0.5386337346619474
156,"skin,nausea,headache",floral,0.044007701969458,0.021305387249201797,0.09650096105143374,0.014810588608091273,0.0756859295914888,0.07250228049619925,0.09428022025712444,0.05778039316524098,0.5231265376117618
157,"sinus,breathing,skin","floral,citrus,woody",0.015258374545229133,0.08148298643292846,0.026252649762331264,0.09915237872552964,0.018531790462983203,0.08385926368765978,0.05081461543635861,0.08746709333954314,0.5371808476074368
158,,"floral,citrus",0.037824212670936525,0.07314875926400259,0.08530379458143598,0.06925366632397018,0.06913185151385731,0.08205277566293186,0.045868241061165,0.06209590473598545,0.4753207941857151
159,"headache,nausea,breathing","sweet,citrus,floral",0.029212465840065358,0.06011052688650835,0.09331696014398404,0.09991794626373586,0.06276421868371579,0.05631432819441128,0.08688833235593552,0.019892298499034088,0.49158292313260965
160,"headache,skin,nausea",fresh,0.011789472732222004,0.030973345313076783,0.12266340995210823,0.0376904725227433,0.05155121745414672,0.018216041629571633,0.08102193685117443,0.011387234828789564,0.6347068687161673
161,"breathing,headache",floral,0.055123961009069626,0.06524228290067424,0.06911945937055312,0.051571196950222095,0.06039908469592867,0.06707676674556554,0.08940995304749237,0.07856200289239725,0.46349529238809717
162,"nausea,breathing,headache","woody,citrus,fresh",0.028127839611258938,0.032327584617845774,0.02791370318779339,0.04979109046897402,0.06201902148015847,0.03551679432775737,0.07613598562457623,0.0716237184131721,0.6165442622684636
163,,"fresh,citrus",0.06378597267254572,0.019830338462302123,0.01189027445220613,0.08653576162816672,0.09492673804840306,0.09167662983440651,0.09462899871219219,0.07906942355044379,0.4576558626393337
164,"breathing,headache,sinus","sweet,woody",0.02900435880639397,0.06675425270831616,0.05702603382293179,0.046452665250428966,0.06603893476692578,0.041629404990650265,0.05112559373497049,0.06533033101865826,0.5766384249007243
165,"skin,headache",floral,0.010214847668710673,0.012560126766076055,0.10976475705909175,0.035650333377367505,0.08539996183364612,0.06495428801045887,0.07870618498911044,0.022419131085632305,0.5803303692099063
166,,"fresh,sweet",0.06621418473411204,0.02399367929849087,0.02922638761008259,0.09613239133613337,0.09579425468972402,0.07076850021967572,0.040956156398510225,0.09966295078077035,0.4772514949325008
167,breathing,"sweet,floral,citrus",0.029116516189841433,0.03259356651635484,0.0784032805582501,0.07949278443160351,0.11271525626320916,0.06575366309175122,0.07351351376176085,0.041810779830904525,0.4866006393563244
168,sinus,"citrus,floral,sweet",0.021711061738284118,0.12570090142797338,0.03310722555924017,0.014975573195577947,0.013577798105030552,0.06168077041082202,0.03296101575864671,0.015570482155301896,0.6807151716491232
169,,"fresh,citrus,floral",0.07523638376387294,0.07443469240781209,0.07748777679680742,0.02869184968976825,0.08203940786187668,0.02760431158703469,0.037750393809892036,0.0636985661881047,0.5330566178948312
170,,"fresh,sweet",0.06997356572172371,0.062718389326479,0.054755241083081316,0.08756994920909847,0.017685162634847523,0.08885445627374011,0.04601513247174141,0.06441548653960391,0.5080126167396845
171,skin,floral,0.01212462233721091,0.07599320226370741,0.011835505010273686,0.08091636221613763,0.05813665302054948,0.06236986786130734,0.07895879027735891,0.08968233839096393,0.5299826586224907
172,"nausea,sinus","citrus,fresh",0.02001634778712977,0.07289676358742582,0.09771202439469856,0.06963787485254146,0.02031722567263602,0.094627079896816,0.08114606389002336,0.05372432191278408,0.489922298005945
173,"sinus,skin",floral,0.014864871906180181,0.060027313031675675,0.09571883509501364,0.012503073413462011,0.07506392293727271,0.09636212136574249,0.08931511863317304,0.08224311429894987,0.47390162931853036
174,sinus,"sweet,floral",0.1000682583526085,0.10934050978083876,0.05837368355773588,0.010170181562041148,0.03148754506688839,0.0372812428667406,0.1078916131573781,0.009005149950012444,0.536381815705756
175,,floral,0.08419410407794496,0.018322548575436914,0.10328044676945883,0.05974807118308692,0.09712841151700947,0.058768219920740654,0.009936538941486103,0.011261900016796481,0.5573597589980396
176,skin,"citrus,sweet,fresh",0.07630955110491258,0.0787340403968331,0.0788208489436275,0.05235776712559113,0.08746381421052346,0.08014456569954995,0.015545774600908818,0.04595883216206766,0.4846648057559858
177,"headache,nausea,sinus",woody,0.031466576194167845,0.0617429683292971,0.044425136233738186,0.050605025190912936,0.04419352532027034,0.04776246522790766,0.05950341148452935,0.11298017188435477,0.5473207201348218
178,"sinus,headache","floral,citrus",0.056174356000451606,0.030890380260050757,0.06104020796292588,0.08528138398099983,0.03430562883317261,0.058253466930104005,0.06504152800811527,0.09322124468517463,0.5157918033390053
179,"skin,sinus,breathing",fresh,0.027805048682875613,0.11401013170120652,0.013327096268687104,0.056326596405401545,0.008767998293073575,0.08125156021209123,0.013538824649060954,0.04129729935326304,0.6436754444343404
180,"breathing,headache,nausea","floral,fresh",0.029138443521685462,0.091436535827354,0.011738266911354982,0.10699028840988485,0.0384164157073036,0.05585510090252876,0.03706186164358038,0.11517754424574382,0.5141855428305641
181,"breathing,sinus","fresh,woody",0.01022606741942053,0.04771003348188017,0.07835301829984072,0.09843589787974774,0.0545421803359482,0.08342552075703083,0.09854202449437682,0.023128348521847773,0.5056369088099071
182,,citrus,0.10562977977616508,0.061038454348187526,0.06977507232671416,0.022722580863047077,0.02866785911725842,0.031488801969828534,0.06679361308915836,0.015374994071990672,0.5985088444376502
183,"breathing,headache",fresh,0.08571206771486513,0.05154401737014232,0.029729891721394095,0.026435702019087574,0.0330823225829597,0.10196986566804805,0.040649969285063384,0.047979517225272696,0.5828966464131671
184,"headache,breathing,nausea",citrus,0.008192387234092498,0.05860155984601169,0.05722197272414549,0.07874713424242809,0.090354346094669,0.0875115214577534,0.02623487316429288,0.07738295302456319,0.5157532522120437
185,"headache,breathing","fresh,woody,citrus",0.058263502531135616,0.019082998963170554,0.04308983184594434,0.04124240886511728,0.07368251105346019,0.0833387367021013,0.06954123445820792,0.07850083063792139,0.5332579449429413
186,,"fresh,woody",0.033627026878045994,0.08558333231093425,0.09216534453683793,0.06608470569280883,0.021461870957913926,0.02260165163183966,0.038422710981509914,0.08546088475900988,0.5545924722510996
187,,"sweet,fresh,floral",0.0820406172095324,0.0973192109477526,0.041201243985907944,0.057377016097591806,0.02526895073508147,0.0383331046343602,0.04142207119393827,0.04431786473928039,0.572719920456555
188,"headache,sinus","floral,woody,sweet",0.06273098663508757,0.10429230401653075,0.03729811024122966,0.04150378020254169,0.018157120136480676,0.0530716560588441,0.09664883958545062,0.0898851673383669,0.49641203578546805
189,nausea,"citrus,sweet",0.026298002487021625,0.08860144631040445,0.08062882935868483,0.05672673093141977,0.045934375467539215,0.09265913762928779,0.09200688180949174,0.034405403273889495,0.4827391927322611
190,nausea,sweet,0.04188394007546784,0.051983705357304746,0.08905697972214473,0.028983195854471375,0.0488748723253849,0.08828673001955234,0.02771942367301077,0.034794461056549694,0.5884166919161137
191,"breathing,nausea,sinus",woody,0.07247612055501856,0.01420101968611188,0.08699028527978458,0.049554624743441335,0.013216943136313643,0.04847186825954726,0.049461964333600665,0.09684414317885184,0.5687830308273303
192,"sinus,nausea,headache","floral,fresh,woody",0.08814991596216183,0.04476656160923921,0.039278156017278305,0.09555770504737393,0.0803553756570392,0.007691213791643675,0.06973126956838552,0.030762776067231372,0.543707026279647
193,,floral,0.10353322857280253,0.052444635759385426,0.02698963534088536,0.03242559008784531,0.07997597179749673,0.07778462111121118,0.034483148033585154,0.07106490127066663,0.5212982680261217
194,"headache,skin","woody,floral,citrus",0.06100313847287855,0.02873599349133114,0.011447730001333983,0.10573206507264613,0.0711822201083679,0.04470534367047346,0.09236623940788276,0.0584402928555371,0.5263869769195489
195,nausea,"citrus,floral",0.09655378496732174,0.023071600239557847,0.039002593230428095,0.09176372238908334,0.07885290860441595,0.084582893800706,0.0416271017143479,0.03435850594588314,0.510186889108256
196,"sinus,nausea,breathing","fresh,woody",0.05750962155280141,0.06762055322232342,0.04420947439502983,0.03824606960320646,0.010283475682090674,0.022591393963396367,0.08516696452855911,0.07954765033409004,0.5948247967185026
197,"sinus,nausea","sweet,woody",0.03243060785344728,0.10826508993031553,0.03925190950088487,0.015349333280477703,0.08570522505115993,0.055978672585060216,0.07301424167460037,0.07347593130356901,0.5165289888204851
198,"breathing,skin,nausea","sweet,citrus,fresh",0.09498718857222829,0.007983936198573675,0.0994698490806844,0.04371828547618821,0.10109220871573994,0.05801447017992665,0.06412725180039118,0.028985457076791572,0.5016213528994761
199,"nausea,headache",woody,0.04618790925644035,0.028247726937086784,0.057010790688001994,0.09250013858998359,0.04584313242443959,0.050113092789668884,0.06286080769159111,0.0870504775275056,0.5301859240952821
200,,"woody,sweet,citrus",0.06159208923245669,0.05150407145882336,0.07010312737029109,0.08153935148108689,0.07541602382819299,0.09063961798950637,0.03320466655290883,0.08572926940038168,0.4502717826863521
201,"breathing,headache","floral,citrus",0.030995824021032896,0.036452561507350816,0.09439281625834034,0.0739038327902449,0.07646421091220061,0.03826421206718644,0.06576699149091678,0.09443200232381159,0.4893275486289156
202,breathing,"citrus,sweet",0.03267797771218762,0.010345857753585644,0.08126207011319876,0.12304317404989501,0.025684538097807495,0.023294075347830505,0.028598748760493033,0.11282569728697729,0.5622678608780246
203,"skin,nausea,headache","citrus,fresh,floral",0.03394324763046563,0.10165094374450057,0.09198385572698725,0.04538622541423487,0.011852743276323395,0.02095682992614583,0.022718953526048066,0.0810203564126145,0.59048684434268
204,breathing,"citrus,fresh,sweet",0.06163117500537692,0.06762342984728435,0.0249217909429876,0.026908413560006325,0.047534551663865894,0.058551908846962646,0.0885917128924917,0.01582961636069777,0.6084074008803267
205,"breathing,nausea",citrus,0.054293601090292236,0.08984946357677913,0.019500106783712636,0.06897184600599572,0.02317417327599932,0.014233975244256295,0.07340442654381385,0.02815889377313996,0.628413513706011
206,,"floral,woody,fresh",0.11895910073712482,0.07121224499618689,0.06587993734143321,0.014721519881021314,0.07852610798117707,0.015347358309733895,0.036764410636904166,0.10196842851745885,0.4966208915989597
207,"sinus,nausea",floral,0.0678721345032563,0.03860917116624219,0.06717229388490467,0.03712157351117183,0.050166380108041066,0.0797246567254137,0.049019235180783,0.04012533084042656,0.5701892240797607
208,"headache,nausea,sinus","fresh,floral",0.0918805673198915,0.07930263130515713,0.09546007789784715,0.05251146271150501,0.01521004965259993,0.05887057364123846,0.025585333648597306,0.10574529536318045,0.47543400845998307
209,"nausea,sinus",fresh,0.016472079286217575,0.10280286691697273,0.09517486170107682,0.0287484978481049,0.04614641078068925,0.07813674065453854,0.029227348442484265,0.042757942377459536,0.5605332519924564
210,"breathing,sinus,skin",woody,0.06048065761557623,0.10126046115074375,0.02631117655210763,0.03148773772116624,0.08094819767399784,0.10373180034199248,0.10684811123946303,0.019577996797101673,0.4693538609078511
211,nausea,"citrus,sweet,woody",0.07707222620835727,0.017552838174865366,0.044844904032019635,0.044683167409261634,0.04271304824956042,0.09396623175368392,0.03030267358494684,0.10527458046888907,0.543590330118416
212,,"citrus,fresh,sweet",0.06876750702399717,0.0710233926090237,0.02673752859235121,0.08893895177334969,0.040517057922797785,0.057476052829956645,0.0871684423906112,0.0595501980437705,0.4998208688141421
213,"skin,nausea",floral,0.06156243999931274,0.07800702696228969,0.049500054599683485,0.07968345815212344,0.03858190672311971,0.031685122346826924,0.02400229222561691,0.08129386115772137,0.5556838378333058
214,"breathing,nausea","citrus,sweet",0.053594604619584825,0.06028557436166775,0.06621342626491578,0.01487579880593407,0.07401463740747746,0.09134757456569284,0.0908375671700056,0.061098672522651803,0.4877321442820699
215,,"citrus,fresh,woody",0.09563785658521529,0.0866200637147528,0.047340810393035865,0.10073124465544249,0.04736896334162663,0.018317863492295434,0.0927837782720934,0.08000135664559202,0.43119806289994617
216,,"floral,woody,citrus",0.043173832884616604,0.013123916755250323,0.04431515992744247,0.10083739713067748,0.055593604371682384,0.09204789667913087,0.018569826359231902,0.05799277262070846,0.5743455932712594
217,"breathing,headache,skin","woody,citrus",0.06044487243679241,0.08567971859547967,0.1135397256160891,0.05703611962718903,0.060820479412946216,0.04569213550902765,0.05209296093198587,0.033332317366062555,0.4913616705044274
218,nausea,fresh,0.09279176732229813,0.05450591693131485,0.08767407354263011,0.03671718356386293,0.05064517733785603,0.026928800565056026,0.03597745281090234,0.09648385237432494,0.5182757755517546
219,"sinus,skin",woody,0.04278824792284003,0.04687220396687617,0.018730438827882653,0.10611696592412993,0.047752322288389985,0.07021298187367746,0.030343797930665783,0.04115268479863764,0.5960303564669004
220,"skin,nausea,breathing","sweet,fresh",0.09760569187647634,0.04506322532566373,0.06838450095712464,0.07204908083675737,0.04644589339646396,0.07211546362606336,0.06646763936466812,0.015288928467368526,0.516579576149414
221,,sweet,0.05992940942968076,0.011073909305781272,0.06400008509082093,0.053542820107861135,0.08729636168281155,0.0508586388087633,0.02797052958678142,0.07229703868359669,0.573031207303903
222,"nausea,skin,sinus",fresh,0.036119644950034724,0.046078326113521896,0.05140462503504238,0.01094326269264153,0.07394356710789342,0.04697688567229816,0.09911992131329996,0.020523550721409798,0.6148902163938581
223,headache,"fresh,woody",0.049873634042947985,0.04619926184585605,0.011324225397044134,0.0399282603164914,0.11915279358641877,0.018375158590236296,0.12181943060411461,0.010218523633227106,0.5831087119836637
224,"headache,nausea","citrus,floral,woody",0.060781185526547495,0.05692916757604903,0.047409832666677254,0.038341137848908115,0.018528735877681893,0.0581730621349898,0.09043853193591489,0.08172063111830097,0.5476777153149305
225,,"sweet,citrus",0.025195695509316756,0.09166075575796534,0.07487727410604082,0.028446809756375927,0.102986771644483,0.02284569754179522,0.011833967271966993,0.09211920599663016,0.5500338224154258
226,sinus,"woody,floral",0.04848503201532381,0.01647752566864151,0.0739296274073222,0.030060196098076933,0.05826918526603369,0.06643970229626672,0.09391006529933157,0.09875102883911527,0.5136776371098883
227,"nausea,breathing,sinus",sweet,0.034715376508748994,0.09516777903458996,0.016612952184778283,0.026823780740719342,0.05931611786532422,0.07976150170969214,0.04551373460106772,0.09632786944544518,0.5457608879096342
228,"breathing,skin,sinus","citrus,floral",0.052007609136997555,0.07077732676873584,0.050798140021701944,0.05369004608230006,0.08433411049530205,0.07532994378335825,0.0873885577083023,0.027474069249804996,0.4982001967534969
229,"skin,nausea","sweet,floral",0.07301424979364794,0.02092776259303434,0.11374892527879775,0.052787893871163165,0.027675040490420622,0.01649618112382939,0.06518314167725973,0.03068225477011221,0.5994845504017349
230,"breathing,nausea,headache","woody,citrus,fresh",0.12519760030037583,0.05123837621267553,0.01717156040863548,0.04319613296024002,0.018379410148556624,0.08937184236138873,0.08568403582817562,0.029567678223175273,0.5401933635567768
231,"headache,skin,sinus","floral,sweet,woody",0.05942385122515857,0.0992220965342084,0.010157013951835624,0.06315804708013284,0.020768273192784736,0.1020154436919226,0.042258380637486,0.06460990951199254,0.5383869841744787
232,headache,"fresh,citrus,sweet",0.07871433417010841,0.0363227322308698,0.019475113404889326,0.06149978478232767,0.017035582478893627,0.014557289931110641,0.11282844062317755,0.059192046095477506,0.6003746762831454
233,headache,sweet,0.09724499399136662,0.05824917786382975,0.07226074036593215,0.08597462841903654,0.012657262370349974,0.04296929455538034,0.09069592194440565,0.06810717499225222,0.4718408054974468
234,headache,"woody,fresh,sweet",0.1105883292514154,0.09463333797300066,0.036417497677422556,0.01545592346607285,0.0308774269102441,0.030724601892183363,0.07491586258976918,0.052974727283556663,0.5534122929563352
235,,woody,0.109994940700022,0.0686397280374178,0.02863326422918799,0.05155409442076272,0.0811397275429834,0.06394500005790235,0.01893777849741965,0.019232734560721037,0.557922731953583
236,,fresh,0.05382594306924154,0.11148161610668168,0.04715992911549639,0.06462485145710874,0.06843288600774203,0.07164494470488046,0.05888321537441708,0.059010725383370356,0.46493588878106173
237,"breathing,nausea","sweet,fresh",0.051885703194348445,0.11541168085437613,0.09786538267940273,0.027898594798752473,0.0232247134184306,0.03747402022160613,0.10431630113256768,0.010293950746411274,0.5316296529541046
238,,"fresh,woody",0.010243719767117717,0.07612213882926688,0.029843309902113372,0.0368627282545869,0.05379316147526764,0.0893694424327054,0.09764716578474546,0.06731867397062198,0.5387996595835747
239,sinus,"citrus,woody,sweet",0.06311783472697234,0.07665301517275361,0.03731038217197284,0.07942202676430582,0.017792882861865714,0.03884756806857499,0.06106809724604612,0.0851933386886569,0.5405948542988516
240,,"citrus,sweet",0.07191645910270618,0.06322215185061247,0.022033922272463844,0.030572704779278197,0.08924899821085823,0.08168732544722765,0.06298014542183174,0.060664934350788985,0.5176733585642328
241,"skin,headache","fresh,citrus,floral",0.10293913669084498,0.043613762719849396,0.028428414886428728,0.019589404500641734,0.10308935279897401,0.013771051080506228,0.06414977685685357,0.10373945141843688,0.5206796490474644
242,,"floral,woody,fresh",0.02659670432700565,0.06666418521059508,0.008709196965937952,0.06623719188217246,0.0859033650604898,0.07133176876313817,0.06626605152531984,0.06620744158479613,0.542084094680545
243,nausea,woody,0.11091376805090365,0.017307275020074366,0.05188962837529316,0.030479458928255855,0.06577317222422738,0.0958305488152302,0.03794406315485172,0.03938347632316536,0.5504786091079983
244,breathing,"fresh,floral,woody",0.0547176809042214,0.031594389559850306,0.01975804152969731,0.0631412252432833,0.06093058816373132,0.029150222159020047,0.06297932418114117,0.05796788038377103,0.6197606478752842
245,"nausea,headache",woody,0.026950171464144728,0.0753074386447809,0.10397030546332722,0.08086913283391227,0.01833280287019532,0.12321007624514504,0.04081266849251501,0.015263296983218438,0.5152841070027612
246,,floral,0.11969880988716616,0.014175469273485307,0.05455493068193052,0.05534706722263878,0.04474387986343955,0.04366129469420445,0.028852332224403723,0.10194745266959283,0.5370187634831387
247,"sinus,headache,breathing","woody,sweet",0.079889485290283,0.06714461491236626,0.09478758994136106,0.05838374029004502,0.061924160218761105,0.013500728516669157,0.10146923831577351,0.0683128595540586,0.4545875829606823
248,"breathing,nausea,skin",citrus,0.07346568730887933,0.05218724820404062,0.07377605297572536,0.08025827550595101,0.03646153891785313,0.018319899754098083,0.09604189446901784,0.05550851283988721,0.5139808900245475
249,"nausea,skin","woody,sweet",0.11654274261707435,0.036898997375749414,0.0841172148716622,0.05700004976484484,0.06476539371090786,0.07470951133590376,0.011003953088089729,0.024029763752886676,0.5309323734828811
250,,citrus,0.10651942368578847,0.03805921136737718,0.0856556739592639,0.0649838915551062,0.10379333076587736,0.08668549523457528,0.05365815125615892,0.022261161652560098,0.43838366052329264
251,"headache,skin,sinus","woody,sweet,floral",0.04923648936923666,0.06409063256755705,0.09390099717184949,0.0610781415517611,0.0899165555927702,0.07196247786511017,0.07635899211848442,0.01750404160050746,0.47595167216272344
252,"nausea,breathing,sinus",fresh,0.0400019525452447,0.029673889419817166,0.017474877638500603,0.01075903426972875,0.022192227743271436,0.015044953437184833,0.03455667115792881,0.127310391640468,0.7029860021478557
253,headache,sweet,0.05594501119891752,0.06774072055083932,0.0750338138697371,0.03473406516727074,0.029084531987299846,0.016719791385420544,0.06148925015768382,0.1094711802399585,0.5497816354428727
254,,"fresh,woody",0.08612518786861785,0.04065011472809292,0.025503410465711383,0.08690207281056722,0.09152883590631841,0.03278856494319598,0.04969275408115939,0.08262764122399618,0.5041814179723406
255,"sinus,nausea,headache",fresh,0.09139501068792845,0.06503104964471633,0.06912658131853962,0.07894367252098974,0.03512868941582164,0.07780335116684153,0.05083983561143411,0.07199652145712952,0.4597352881765991
256,"skin,nausea","citrus,woody",0.07760329360068537,0.09940077486078547,0.07814942449580271,0.06203917913296269,0.057430906826387185,0.05756898262548683,0.021763525405422878,0.061250030533861,0.48479388251860583
257,"skin,nausea",woody,0.10511482256043109,0.04785485356703197,0.06801086153697392,0.0540194496774673,0.06831885134495942,0.08607379937896228,0.035690054262007664,0.08328293591572901,0.45163437175643734
258,"sinus,skin,headache",floral,0.027734553300456332,0.0637625409327304,0.06931180333421638,0.08527122715644725,0.03069551698879335,0.03771898655525014,0.0732129783072634,0.10040028779104852,0.5118921056337943
259,"headache,skin,breathing","fresh,citrus",0.042196249234179244,0.011585556215889789,0.05416114097175258,0.058683540346954596,0.04664282443496699,0.10184845836671892,0.09542732825486185,0.03407297335109782,0.5553819288235783
260,"nausea,breathing",fresh,0.04603809308805151,0.05643882804368828,0.07977590598390033,0.013381373547970097,0.04986775801756883,0.07328643420344423,0.07399401469998136,0.07774959493347598,0.5294679974819194
261,,"fresh,floral",0.04444005714362043,0.010885987681428896,0.01266295078273921,0.056299747526180964,0.05427175854903803,0.055824166478263125,0.09355846533075615,0.03476553033242954,0.6372913361755436
262,,"woody,fresh,citrus",0.08480414070108085,0.04218868836496255,0.10017514691193806,0.02624889191418264,0.05438334815306448,0.05885598213268014,0.053659661537006235,0.06723119686394152,0.5124529434211436
263,"sinus,breathing","sweet,woody",0.06469606508788367,0.10204949412494788,0.030834473468522562,0.0599734228190895,0.06406035999146843,0.02689682196104756,0.09997127681824408,0.009948764074639993,0.5415693216541563
264,"nausea,skin,breathing","citrus,fresh,floral",0.01452869705476297,0.049950204416617565,0.09144113200295527,0.0739029532831968,0.058630786371264176,0.05749507330063095,0.05334015006966826,0.0821189567382006,0.5185920467627034
265,,"floral,citrus,woody",0.07397855170950943,0.03768291452985392,0.03931661873166388,0.09594125161193834,0.0475466552686713,0.01184597738338544,0.06737594056527411,0.06920898874645988,0.5571031014532437
266,,"fresh,floral,sweet",0.02268553435872201,0.08124214997800952,0.0774350594611661,0.0728565452376888,0.061746253501800796,0.030016930642655773,0.08161623719361129,0.08584707516432809,0.4865542144620177
267,"skin,nausea,breathing",citrus,0.06483489646468223,0.02320501411257219,0.08748938861445571,0.01149899006794918,0.0801430515833537,0.10578713309395386,0.0414817425861945,0.023023235622891654,0.5625365478539469
268,breathing,"fresh,citrus,sweet",0.09192689688524376,0.08165098327208405,0.04194130070729026,0.011048345972026176,0.07261252565089907,0.008522452786196354,0.06664032253167938,0.08631910315020414,0.5393380690443768
269,"breathing,headache",floral,0.01811204391038356,0.07841470605118347,0.058486968047676766,0.04993826080879303,0.08471346789935971,0.06341187226027403,0.07460148091368841,0.06150911640318062,0.5108120837054604
270,"headache,nausea,sinus","citrus,woody",0.026554507255529748,0.059158326115504416,0.052915771165919355,0.0671347382157151,0.033463879976547636,0.10363154686067926,0.08821608715553839,0.08128316151463535,0.48764198173993073
271,"nausea,headache","sweet,woody,citrus",0.05709535506738171,0.07031301473987953,0.1017202618721456,0.01996226830847051,0.01012167962235922,0.06156179850481501,0.08670388184246698,0.08141262037909308,0.5111091196633883
272,,floral,0.06759725910784613,0.025851852237170875,0.09724203192909117,0.09909952865431543,0.06834096647675715,0.08866092069601694,0.09625189959066968,0.035205784324919144,0.42174975698321343
273,nausea,"floral,citrus",0.012640806304083466,0.029928775809605245,0.08268610737738438,0.06696251970914374,0.06200447634437364,0.015794677863912414,0.06237812801119165,0.107000782065033,0.5606037265152723
274,,"sweet,citrus",0.053455183027286635,0.09091452545076215,0.08640710020757002,0.08110645735100942,0.034320519977813206,0.05940208797988728,0.03325521676038238,0.08920256302141034,0.4719363462238785
275,"sinus,breathing",citrus,0.08755424968859418,0.0868546752990598,0.016929278827166664,0.08550514404659872,0.0093905003665498,0.056519480723777306,0.0776519347092617,0.06808050138436217,0.5115142349546297
276,,"woody,fresh",0.07047967934657262,0.09829415841319342,0.08622265155592959,0.011040283155172232,0.06196058275878296,0.0179121096692206,0.08702792348554295,0.057368044489446095,0.5096945671261396
277,sinus,"citrus,fresh",0.019852501428026855,0.08648968698035285,0.05284059913017035,0.10140214282925615,0.040882422095151624,0.017891757475376562,0.03702306249360577,0.028348425766440425,0.6152694018016195
278,,"sweet,fresh",0.06342312161295802,0.014305036797342286,0.011785609420591567,0.08979496423963804,0.09309754699164205,0.07833516889109743,0.037109444166896925,0.04356037082466834,0.5685887370551653
279,breathing,woody,0.04913934837094356,0.015147852059653846,0.05203612184615995,0.055364322699523696,0.010967077034700306,0.049430972211183095,0.0435009028805143,0.12641180712485953,0.5980015957724618
280,breathing,"woody,floral,sweet",0.040205694983909114,0.06051396542778058,0.05841523345215412,0.05763854384537007,0.05597156384093381,0.11094144360015301,0.02003853734427945,0.026244113859406504,0.5700309036460133
281,"skin,nausea,breathing","woody,citrus,fresh",0.0849281798916571,0.014574866927612225,0.06254692457036412,0.08318189826825091,0.05402947356759303,0.09119326129579979,0.07421052346643325,0.03182268150976787,0.5035121905025217
282,sinus,"sweet,woody",0.08046303109087911,0.09164886412141002,0.08183756009677895,0.08627663213484656,0.030169697827166886,0.048790083034444764,0.008549846723057817,0.07371216548007332,0.49855211949134254
283,"skin,breathing","sweet,floral",0.10457395224420042,0.053538523784776804,0.04499019439109182,0.048741415214793915,0.04290732735065477,0.07590910962985584,0.05541254627999952,0.008542616238433108,0.5653843148661938
284,"headache,breathing,skin",floral,0.057311063895946146,0.04028341393877021,0.08519468658728768,0.0994204516690383,0.038745149822566084,0.10339867395429786,0.06619672499205728,0.008993063663475935,0.5004567714765604
285,,floral,0.09169771157387696,0.09597914372572364,0.08231486411980943,0.012442679538828636,0.05596747536883334,0.034739917053025045,0.03660163921546651,0.061343697322417,0.5289128720820194
286,"breathing,headache,skin","floral,citrus",0.053557002341833346,0.08461045290731495,0.03750731704317558,0.07963719522909099,0.08122454366377667,0.03315267080572327,0.0486982263871054,0.04732884825202639,0.5342837433699535
287,"breathing,sinus","floral,sweet",0.11217833555864402,0.03984136196883136,0.06357920799034521,0.01860517225778701,0.04260819370154119,0.06776443389652766,0.048629181611462964,0.060196164581522514,0.546597948433338
288,,"floral,woody,citrus",0.06445033046089234,0.0768216728007295,0.07530486542412305,0.05596706655770199,0.07859918264946629,0.052484491727495294,0.08422728943697096,0.032991224887829976,0.4791538760547906
